Type,Ref,Date,Monthyear,Count,Title,Summary,Department,Corporate author,Legislature,Subject,Topic,Legislation,Witnesses,Library location,Weblocation
Treaties,Cm. 9066,04/06/2015,62015,9,"Protocol, done at London on 17 December 2013, amending the Convention between the United Kingdom of Great Britain and Northern Ireland and Japan for the Avoidance of the Double Taxation and the Prevention of Fiscal Evasion with respect to the Taxes on Income and on Capital Gains (with exchange of notes)",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Capital gains tax; Income tax; Double taxation; Japan; Tax evasion,,,, ,https://www.gov.uk/government/publications/ts-no122015-ukjapan-protocol-amending-the-convention-for-the-avoidance-of-double-taxation-and-the-prevention-of-fiscal-evasion-with-exchange-of
Treaties,Cm. 9068,04/06/2015,62015,10,"Convention, done at London on 12 June 2013, between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the Kingdom of the Netherlands for the Avoidance of Double Taxation and the Prevention of Fiscal Evasion with Respect to Bank Taxes",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Double taxation; Tax evasion; Netherlands; Bank levy,,,, ,https://www.gov.uk/government/publications/ts-no142015-uknetherlands-agreement-for-the-avoidance-of-double-taxation-and-the-prevention-of-fiscal-evasion-with-respect-to-bank-taxes
Treaties,Cm. 9069,04/06/2015,62015,11,"Agreement, done at London on 22 October 2014 and Monaco on 23 December 2014, between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the Principality of Monaco for the Exchange of Information Relating to Taxes",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Disclosure of information; Taxation; Monaco,,,, ,https://www.gov.uk/government/publications/ts-no152015-ukmonaco-agreement-for-the-exchange-of-information-relating-to-taxes
Treaties,Cm. 9070,04/06/2015,62015,12,"Protocol, done at London on 20 October 2014, amending the Agreement between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of Japan on the Security of information",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Disclosure of information; Information; Japan; Security,,,, ,https://www.gov.uk/government/publications/ts-no162015-ukjapan-protocol-amending-the-agreement-on-the-security-of-information
Treaties,Cm. 9067,04/06/2015,62015,13,"Exchange of Notes, done at London on 8 December 2014 and 4 February 2015, between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the Republic of Korea to amend the Agreement between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the Republic of Korea for Air Services between and beyond their respective Territories. Done at Seoul, on 5 March 1984",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Aviation; Air routes; South Korea,,,, ,https://www.gov.uk/government/publications/ts-no132015-ukrep-of-korea-exchange-of-notes-to-amend-the-agreement-for-air-services-between-and-beyond-their-respective-territories-done-at-se
Treaties,Cm. 9063,03/06/2015,62015,14,"Agreement, done at Brussels on 15 December 2014, on the Status and Functions of the International Commission on Missing Persons",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,International Commission on Missing Persons,,,, ,https://www.gov.uk/government/publications/ts-no92015-agreement-on-the-status-and-functions-of-the-international-commission-on-missing-persons
Treaties,Cm. 9064,03/06/2015,62015,15,"Protocol, done at New York on 6 May 2014, to the Treaty on a Nuclear-Weapon-Free Zone in Central Asia",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Nuclear weapons; Central Asia; Nuclear free zones,,,, ,https://www.gov.uk/government/publications/ts-no102015-protocol-to-the-treaty-on-a-nuclear-weapon-free-zone-in-central-asia
Treaties,Cm. 9062,03/06/2015,62015,16,"Statute, done at Bonn on 26 January 2009, of the International Renewable Energy Agency (IRENA)",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Renewable energy; International Renewable Energy Agency,,,, ,https://www.gov.uk/government/publications/ts-no82015-statute-of-the-international-renewable-energy-agency-irena
Treaties,Cm. 9065,03/06/2015,62015,17,"Internal Agreement, done at Luxembourg on 24 June 2013, between the Representatives of the Governments of the Member States of the European Union, meeting within the Council, on the financing of European Union Aid under the multiannual financial framework for the period 2014 to 2020, in accordance with the ACP-EU Partnership Agreement, and on the allocation of financial assistance for the Overseas Countries and Territories to which Part Four of the Treaty on the Functioning of the European Union applies",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,European Union; EU external trade; EU external relations; EU aid; ACP countries; ACP-EU Joint Assembly,,,, ,https://www.gov.uk/government/publications/ts-no112015-internal-agreement-on-the-financing-of-european-union-aid
Treaties,Cm. 9055,27/03/2015,32015,1,"Exchange of Notes, done at Chequers on 16 February 2015, between the Government of the United Kingdom of Great Britain and Northern Ireland and His Majesty Sultan Haji Hassanal Bolkiah Mu’izzaddin Waddaulah ibni Sultan Haji Omar ’Ali Saifuddien Sa’adul Khairi Waddien, The Sultan and Yang Di-Pertuan of Brunei Darussalam amending the Exchange of Notes of 22 September 1983 concerning the Arrangement for a United Kingdom Force in Negara Brunei Darusslam",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Armed forces; Brunei,,,, ,https://www.gov.uk/government/publications/ts-no72015-ukbrunei-darussalam-exchange-of-notes-concerning-arrangements-for-a-uk-force-in-negara
Treaties,Cm. 9008,06/02/2015,22015,1,"Protocol of 2014, adopted at Geneva on 11 June 2014, to the Forced Labour Convention, 1930",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,International Labour Organisation; Convention concerning Forced or Compulsory Labour,,,, ,https://www.gov.uk/government/publications/misc-no12015-protocol-of-2014-to-the-forced-labour-convention-1930
Treaties,Cm. 9010,06/02/2015,22015,2,"Agreement, done at Brussels on 15 December 2014, on the Status and Functions of the International Commission on Missing Persons",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,International Commission on Missing Persons,,,, ,https://www.gov.uk/government/publications/misc-no22015-agreement-on-the-status-and-functions-of-the-international-commission-on-missing-persons
Treaties,Cm. 9004,27/01/2015,12015,1,"Convention, adopted at New York on 21 May 1997, on the Law of the Non-Navigational Uses of International Watercourses",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Conservation; Inland waterways,,,, ,https://www.gov.uk/government/publications/ts-no52015-convention-on-the-law-of-the-non-navigational-uses-of-international-watercourses
Treaties,Cm. 9005,27/01/2015,12015,2,"Protocol, done at London on 21 July 2014, amending the Convention between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of Canada for the Avoidance of Double Taxation and the Prevention of Fiscal Evasion with respect to Taxes on Income and Capital Gains, signed at London on 8 September 1978, as amended by the Protocol signed at Ottawa on 15 April 1980, by the Protocol signed at London on 16 October 1985 and the Protocol signed at London on 7 May 2003",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Capital gains tax; Canada; Income tax; Double taxation; Tax evasion,,,, ,https://www.gov.uk/government/publications/ts-no62015-ukcanada-protocol-amending-the-convention-for-the-avoidance-of-double-taxation-and-the-prevention-of-fiscal-evasion-with-respect-to-t
Treaties,Cm. 9003,27/01/2015,12015,3,"Convention, done at London on 17 December 2013, between the United Kingdom of Great Britain and Northern Ireland and Iceland for the Avoidance of Double Taxation and the Prevention of Fiscal Evasion with respect to Taxes on Income and on Capital Gains",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Capital gains tax; Income tax; Double taxation; Tax evasion; Iceland,,,, ,https://www.gov.uk/government/publications/ts-no42015-ukiceland-convention-for-the-avoidance-of-double-taxation-and-prevention-of-fiscal-evasion-with-respect-to-taxes-on-income-and-on-cap
Treaties,Cm. 9002,27/01/2015,12015,4,"Agreement, done at Apia on 16 June 1993, establishing the South Pacific Regional Environment Programme (SPREP)",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Environment protection; South Pacific,,,, ,https://www.gov.uk/government/publications/ts-no32015-agreement-establishing-the-south-pacific-regional-environment-programme-sprep
Treaties,Cm. 8996,19/01/2015,12015,5,"Agreement, done at Washington on 22 July 2014, to the Agreement between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the United States of America for Cooperation on the Uses of Atomic Energy for Mutual Defence Purposes",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Nuclear weapons; Military alliances; USA,,,, ,https://www.gov.uk/government/publications/ts-no22015-ukusa-amendment-to-the-agreement-for-cooperation-on-the-uses-of-atomic-energy-for-mutual-defense-purposes
Treaties,Cm. 8997,19/01/2015,12015,6,"Agreement, done at Sofia on 29 October 2014, on amending the Agreement between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the Republic of Bulgaria concerning the Protection of Classified Information",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Data protection; Bulgaria; National security; Official secrets,,,, ,https://www.gov.uk/government/publications/cs-bulgaria-no12015-ukbulgaria-agreement-on-amending-the-agreement-concerning-the-protection-of-classified-information
Treaties,Cm. 8993,09/01/2015,12015,7,"Arms Trade Treaty, Adopted at New York on 2 April 2013 and Opened for Signature at New York on 3 June 2013",,Foreign and Commonwealth Office,Foreign and Commonwealth Office,House of Lords; House of Commons,Arms control; Arms trade; Exports; Imports,,,, ,https://www.gov.uk/government/publications/ts-arms-trade-treaty
Treaties,Cm. 8973,27/11/2014,112014,1,"Bilateral Agreement, done at Bogota on 17 March 2010, for the Promotion and Protection of Investments between the Government of the United Kingdom of Great Britain and Northern Ireland and Republic of Colombia",,Foreign and Commonwealth Office,,House of Lords; House of Commons,Finance; Investment; Colombia,,,, ,https://www.gov.uk/government/publications/ts-ukcolombia-bilateral-agreement-for-the-promotion-and-protection-of-investments
